Date,holding,total
1995-09-08,"[('AXDX', 0.6399999856948853, 156.25000349245974), ('AXDX', 0.6399999856948853, 0), ('ATVI', 1.5314990282058716, 0), ('ALKS', 3.625, 0), ('AMSWA', 8.187999725341797, 0), ('ANEN', 2.8340001106262207, 0), ('BIIB', 1.094267964363098, 0), ('BIOL', 13.543522834777832, 0), ('CAMP', 8.468999862670898, 0), ('CECE', 5.156000137329102, 0), ('CRUS', 58.625, 0), ('CSCO', 3.910000085830689, 0), ('COHU', 15.875, 0), ('COO', 4.5, -1), ('DAR', 9.75, 0), ('DIOD', 2.963334083557129, 0), ('DY', 3.555000066757202, 0), ('PERY', 9.111332893371582, 0), ('HXL', 11.375, 0), ('HURC', 6.313000202178955, 0), ('IIVI', 2.375, 0), ('JBL', 1.75, 0), ('KOPN', 3.937999963760376, 0), ('MSCC', 3.484999895095825, 0), ('NAVB', 11.5, 0), ('NVR', 11.125, 0), ('PRKR', 97.5, 0), ('PLAB', 18.75, 0), ('PCYO', 1.562999963760376, 0), ('REGN', 15.75, 0), ('RCII', 6.150000095367432, 0), ('SMTC', 3.75, 0), ('BSRR', 5.75, 0), ('STE', 18.4379997253418, 0), ('SSYS', 5.625, 0), ('TER', 20.3129997253418, 0), ('TWX', 4.415264129638672, 0), ('VECO', 27.75, 0), ('VSEC', 2.200000047683716, 0), ('WM', 20.5, 0), ('MTCH', 8.539891242980957, 0)]",100
1995-09-15,"[('AXDX', 0.6800000071525574, 156.25000349245974), ('AXDX', 0.6800000071525574, 0), ('ATVI', 1.4999990463256836, 0), ('ALKS', 3.687999963760376, 0), ('AMSWA', 8.125, 0), ('ANEN', 2.625, 0), ('BIIB', 1.3051999807357788, 0), ('BIOL', 15.168745994567873, 0), ('CAMP', 10.187999725341797, 0), ('CECE', 4.75, 0), ('CRUS', 55.25, 0), ('CSCO', 3.848000049591065, 0), ('COHU', 15.812999725341797, 0), ('DAR', 9.416999816894531, 0), ('DIOD', 2.8146660327911377, 0), ('DY', 3.444999933242798, 0), ('PERY', 9.555333137512209, 0), ('GIII', 1.3543330430984497, 0), ('HALL', 6.748650074005127, 0), ('HXL', 10.875, 0), ('HURC', 5.625, 0), ('IIVI', 2.469000101089477, 0), ('JBL', 1.7039999961853027, 0), ('KOPN', 4.093999862670898, 0), ('LYTS', 10.0, 0), ('MSCC', 3.312999963760376, 0), ('NAVB', 11.25, 0), ('NVR', 10.0, 0), ('PRKR', 96.25, 0), ('PLAB', 17.625, 0), ('PCYO', 1.9989999532699585, 0), ('REGN', 12.5, 0), ('RCII', 6.349999904632568, 0), ('SMTC', 3.125, 0), ('BSRR', 5.75, 0), ('STE', 18.25, 0), ('SSYS', 5.333499908447266, 0), ('TER', 18.4379997253418, 0), ('TWX', 4.066950798034668, 0), ('VECO', 26.25, 0), ('VSEC', 2.200000047683716, 0), ('WM', 19.625, 0), ('MTCH', 8.388936996459961, 0)]",106
1995-09-22,"[('AXDX', 0.6800000071525574, 156.25000349245974), ('AXDX', 0.6800000071525574, 0), ('ATVI', 1.4999990463256836, 0), ('ALKS', 3.312999963760376, 0), ('AMSWA', 7.75, 0), ('ANEN', 2.7090001106262207, 0), ('BIIB', 1.2665139436721802, 0), ('BIOL', 14.627004623413086, 0), ('CAMP', 11.125, 0), ('CECE', 4.343999862670898, 0), ('CRUS', 56.375, 0), ('CSCO', 3.924000024795532, 0), ('COHU', 15.5, 0), ('DAR', 8.75, 0), ('DIOD', 2.8146660327911377, 0), ('DY', 3.1670000553131104, 0), ('PERY', 9.111332893371582, 0), ('GIII', 1.3333330154418943, 0), ('HALL', 7.498499870300293, 0), ('HXL', 9.75, 0), ('HURC', 5.625, 0), ('IIVI', 2.406500101089477, 0), ('NSIT', 4.740999221801758, 0), ('JBL', 1.593999981880188, 0), ('KOPN', 4.1570000648498535, 0), ('LYTS', 11.065999984741213, 0), ('MSCC', 3.157000064849853, 0), ('NAVB', 12.625, 0), ('NVR', 9.875, 0), ('PRKR', 95.0, 0), ('PLAB', 17.007999420166016, 0), ('PCYO', 1.562999963760376, 0), ('REGN', 15.125, 0), ('RCII', 6.449999809265137, 0), ('SMTC', 3.407000064849853, 0), ('BSRR', 5.75, 0), ('STE', 19.25, 0), ('SSYS', 4.958499908447266, 0), ('TER', 17.75, 0), ('TWX', 4.452866077423096, 0), ('VGR', 4.543262004852295, 0), ('VECO', 28.5, 0), ('VSEC', 2.4124999046325684, 0), ('WM', 19.25, 0), ('MTCH', 8.539891242980957, 0)]",106
1995-09-29,"[('AXDX', 0.5799999833106995, 156.25000349245974), ('AXDX', 0.5799999833106995, 0), ('ATVI', 1.3224999904632568, 0), ('ALKS', 3.25, 0), ('AMSWA', 7.25, 0), ('ANEN', 2.7090001106262207, 0), ('BIIB', 1.2094049453735352, 0), ('BIOL', 15.168745994567873, 0), ('CAMP', 10.437999725341797, 0), ('CECE', 4.313000202178955, 0), ('CRUS', 57.25, 0), ('CSCO', 3.8340001106262207, 0), ('COHU', 15.25, 0), ('DAR', 8.958000183105469, 0), ('DIOD', 2.7653329372406006, 0), ('DY', 3.3329999446868896, 0), ('PERY', 8.444665908813477, 0), ('GIII', 1.25, 0), ('HALL', 8.626274108886719, 0), ('HXL', 10.625, 0), ('HOLX', 2.875, 0), ('HURC', 5.625, 0), ('IIVI', 2.375, 0), ('NSIT', 4.59299898147583, 0), ('JBL', 1.6410000324249268, 0), ('KOPN', 4.188000202178955, 0), ('LYTS', 10.399999618530272, 0), ('MSCC', 2.941999912261963, 0), ('NAVB', 13.0, 0), ('NVR', 9.75, 0), ('PRKR', 101.25, 0), ('PLAB', 16.75, 0), ('REGN', 15.625, 0), ('RCII', 6.125, 0), ('SMTC', 3.469000101089477, 0), ('BSRR', 5.5, 0), ('STE', 21.0629997253418, 0), ('SSYS', 5.333499908447266, 0), ('TER', 18.0, 0), ('TWX', 4.252982139587402, 0), ('USNA', 1.343999981880188, 0), ('VGR', 3.64490008354187, 0), ('VECO', 26.25, 0), ('VSEC', 2.25, 0), ('WM', 19.5, 0), ('MTCH', 7.842706203460693, 0)]",90
1995-10-06,"[('AXDX', 0.5600000023841858, 156.25000349245974), ('AXDX', 0.5600000023841858, 0), ('ATVI', 1.2920000553131104, 0), ('ALKS', 3.0, 0), ('AMSWA', 7.609000205993652, 0), ('ANEN', 2.3340001106262207, 0), ('BIIB', 1.1513760089874268, 0), ('BIOL', 15.983524322509766, 0), ('CAMP', 11.0, 0), ('CECE', 4.313000202178955, 0), ('CRUS', 50.875, 0), ('CSCO', 3.7260000705718994, 0), ('COHU', 14.75, 0), ('DAR', 8.875, 0), ('DIOD', 2.568000078201294, 0), ('DY', 3.444999933242798, 0), ('PERY', 7.888666152954102, 0), ('GIII', 1.2293330430984497, 0), ('HALL', 7.498499870300293, 0), ('HXL', 10.0, 0), ('HOLX', 2.844000101089477, 0), ('HURC', 5.875, 0), ('IIVI', 1.875, 0), ('NSIT', 4.0, 0), ('JBL', 1.8289999961853027, 0), ('KOPN', 4.063000202178955, 0), ('LYTS', 9.600000381469728, 0), ('MSCC', 2.407000064849853, -1), ('NAVB', 12.25, 0), ('NVR', 9.625, 0), ('PRKR', 87.5, 0), ('PLAB', 14.875, -1), ('PCYO', 2.5, 0), ('REGN', 14.5, 0), ('RCII', 6.150000095367432, 0), ('SMTC', 3.375, 0), ('BSRR', 5.75, 0), ('STE', 19.5, 0), ('SSYS', 5.479499816894531, 0), ('TER', 16.375, -1), ('TWX', 3.912585020065308, 0), ('USNA', 1.5, 0), ('VGR', 3.8559648990631104, 0), ('VECO', 22.75, 0), ('VSEC', 2.299999952316284, 0), ('WM', 20.375, 0), ('MTCH', 8.267648696899414, 0)]",87
1995-10-13,"[('AXDX', 0.5600000023841858, 156.25000349245974), ('AXDX', 0.5600000023841858, 0), ('ATVI', 1.2395000457763672, 0), ('ALKS', 3.25, 0), ('AMSWA', 7.125, 0), ('ANEN', 2.5, 0), ('BIIB', 1.3816510438919067, 0), ('BIOL', 16.793968200683594, 0), ('CAMP', 12.75, 0), ('CECE', 4.063000202178955, -1), ('CRUS', 45.875, 0), ('CSCO', 3.9170000553131104, 0), ('COHU', 15.5, 0), ('DAR', 8.75, 0), ('DIOD', 2.691334009170532, 0), ('DY', 3.2780001163482666, 0), ('PERY', 8.13933277130127, 0), ('GIII', 1.1043330430984497, 0), ('HALL', 5.998799800872803, 0), ('HXL', 9.25, 0), ('HOLX', 3.3285000324249268, 0), ('HURC', 6.25, 0), ('IIVI', 1.8595000505447388, 0), ('NSIT', 3.900999069213867, 0), ('JBL', 1.937999963760376, 0), ('KOPN', 4.375, 0), ('LYTS', 10.465999603271484, 0), ('NAVB', 13.625, 0), ('NVR', 9.625, 0), ('PRKR', 90.0, 0), ('PCYO', 1.559999942779541, 0), ('REGN', 14.0, 0), ('RCII', 7.0, 0), ('SMTC', 3.282000064849853, 0), ('BSRR', 5.813000202178955, 0), ('STE', 19.0, 0), ('SSYS', 5.166500091552734, 0), ('TWX', 4.037264823913574, 0), ('USNA', 1.406499981880188, 0), ('VGR', 3.592395067214966, 0), ('VECO', 23.5, 0), ('VSEC', 2.200000047683716, 0), ('WM', 20.875, 0), ('MTCH', 7.994532108306885, 0)]",87
1995-10-20,"[('AXDX', 0.5199999809265137, -1), ('ATVI', 1.4479990005493164, 0), ('ALKS', 3.375, 0), ('AMSWA', 7.5, 0), ('ANEN', 2.5, 0), ('BIIB', 1.6506129503250122, 0), ('BIOL', 15.710487365722656, 0), ('CAMP', 13.125, 0), ('CRUS', 44.4379997253418, 0), ('CSCO', 4.24399995803833, 0), ('COHU', 16.25, 0), ('DAR', 8.833000183105469, 0), ('DIOD', 2.789999961853028, 0), ('DY', 3.1670000553131104, 0), ('PERY', 7.555333137512207, -1), ('GIII', 0.9166659712791444, 0), ('HALL', 7.876423835754394, 0), ('HXL', 9.0, 0), ('HOLX', 3.375, 0), ('HURC', 6.688000202178955, 0), ('IIVI', 1.5, -1), ('NSIT', 3.50600004196167, 0), ('JBL', 2.046999931335449, 0), ('KOPN', 4.188000202178955, 0), ('LYTS', 9.600000381469728, 0), ('VIVO', 4.888888835906982, 0), ('NAVB', 15.734000205993652, 0), ('NVR', 9.75, 0), ('PRKR', 88.75, 0), ('PCYO', 1.559999942779541, 0), ('REGN', 13.125, 0), ('RCII', 7.199999809265137, 0), ('SMTC', 3.0, 0), ('BSRR', 5.813000202178955, 0), ('STE', 17.875, 0), ('SSYS', 5.666500091552734, 0), ('TWX', 4.066950798034668, 0), ('USNA', 1.093999981880188, 0), ('VGR', 3.3282949924468994, 0), ('VECO', 24.5, 0), ('VSEC', 2.400000095367432, 0), ('WM', 20.125, 0), ('MTCH', 7.873246192932129, 0)]",81
1995-10-27,"[('ATVI', 1.3539999723434448, 0), ('ALKS', 3.25, 0), ('AMSWA', 7.5, 0), ('ANEN', 2.719000101089477, 0), ('BIIB', 1.573240041732788, 0), ('BIOL', 12.733078956604004, 0), ('CAMP', 11.937999725341797, 0), ('CRUS', 43.5, 0), ('CSCO', 4.24399995803833, 0), ('COHU', 15.375, 0), ('DAR', 7.833000183105469, -1), ('DIOD', 2.937999963760376, 0), ('DY', 3.0, 0), ('BOOM', 1.5, 0), ('GIII', 0.9583330154418944, 0), ('HALL', 6.748650074005127, 0), ('HXL', 8.75, -1), ('HOLX', 3.219000101089477, 0), ('HURC', 5.875, 0), ('NSIT', 3.407000064849853, -1), ('JBL', 1.843999981880188, 0), ('KOPN', 4.313000202178955, 0), ('LYTS', 9.065999984741213, 0), ('VIVO', 4.1666669845581055, 0), ('NAVB', 15.625, 0), ('NVR', 9.875, 0), ('PRKR', 83.75, 0), ('PCYO', 2.0, 0), ('REGN', 12.437999725341797, 0), ('RCII', 6.75, 0), ('SMTC', 3.282000064849853, 0), ('STE', 17.625, 0), ('SSYS', 5.125, 0), ('TWX', 4.593378067016602, 0), ('USNA', 1.375, 0), ('VGR', 2.904571056365967, 0), ('VECO', 22.75, 0), ('VSEC', 2.012500047683716, 0), ('WM', 21.0, 0), ('MTCH', 7.146389961242676, 0)]",81
1995-11-03,"[('ATVI', 1.3959989547729492, 0), ('ADTN', 25.625, 0), ('ALKS', 3.312999963760376, 0), ('AMSWA', 8.5, 0), ('ANEN', 2.6670000553131104, 0), ('BIIB', 2.091820001602173, 0), ('BIOL', 14.761357307434082, 0), ('CAMP', 13.375, 0), ('CRUS', 40.5, -1), ('CSCO', 4.680553913116455, 0), ('COHU', 14.875, 0), ('DIOD', 2.666666030883789, 0), ('DY', 3.111000061035156, 0), ('BOOM', 1.343999981880188, 0), ('GIII', 0.9166659712791444, 0), ('HALL', 6.748650074005127, 0), ('HOLX', 3.3285000324249268, 0), ('HURC', 6.0, 0), ('INTU', 13.375, 0), ('JBL', 2.375, 0), ('KOPN', 4.563000202178955, 0), ('LYTS', 9.199999809265137, 0), ('VIVO', 4.444444179534912, 0), ('NAVB', 17.625, 0), ('NVR', 9.75, 0), ('PRKR', 90.0, 0), ('PCYO', 1.559999942779541, 0), ('REGN', 12.437999725341797, 0), ('RCII', 7.199999809265137, 0), ('SMTC', 3.25, 0), ('STE', 17.75, 0), ('SSYS', 5.3125, 0), ('TWX', 5.381041049957275, 0), ('USNA', 1.3125, 0), ('VGR', 3.380268096923828, 0), ('VECO', 23.5, 0), ('VSEC', 2.0, 0), ('WM', 21.125, 0), ('MTCH', 7.570460796356201, 0)]",81
1995-11-10,"[('ATVI', 1.406499981880188, 0), ('ADTN', 24.25, 0), ('ALKS', 3.312999963760376, 0), ('AMSWA', 8.75, 0), ('ANEN', 2.6670000553131104, 0), ('BIIB', 2.111164093017578, 0), ('BIOL', 13.001782417297363, 0), ('CAMP', 13.25, 0), ('CSCO', 4.8125, 0), ('COHU', 15.875, 0), ('DIOD', 2.568000078201294, -1), ('DY', 3.0, -1), ('BOOM', 1.375, -1), ('GIII', 1.041666030883789, 0), ('HALL', 6.376723766326904, 0), ('HOLX', 3.9375, 0), ('HURC', 5.625, 0), ('INTU', 13.833499908447266, 0), ('JBL', 2.344000101089477, 0), ('KOPN', 4.313000202178955, 0), ('LYTS', 8.934000015258789, 0), ('VIVO', 4.222221851348877, 0), ('NAVB', 15.25, 0), ('NVR', 9.687999725341797, 0), ('PRKR', 95.0, 0), ('PCYO', 1.2999999523162842, -1), ('REGN', 10.312999725341797, -1), ('RCII', 6.699999809265137, 0), ('SCSC', 4.1875, 0), ('SMTC', 3.282000064849853, 0), ('STE', 19.1879997253418, 0), ('SSYS', 5.333499908447266, 0), ('TWX', 5.04856014251709, 0), ('USNA', 1.343999981880188, 0), ('VGR', 3.380268096923828, 0), ('VECO', 23.75, 0), ('VSEC', 2.3499999046325684, 0), ('WM', 21.875, 0), ('MTCH', 7.630669116973877, 0)]",81
1995-11-17,"[('ATVI', 1.3644989728927612, 0), ('ADTN', 23.8129997253418, 0), ('ALKS', 3.437999963760376, 0), ('AMSWA', 8.375, 0), ('ANEN', 2.5840001106262207, 0), ('BIIB', 1.9002310037612915, 0), ('BIOL', 12.460041046142578, 0), ('CAMP', 13.5, 0), ('CSCO', 4.4375, 0), ('COHU', 15.0, 0), ('GIII', 0.9583330154418944, 0), ('HALL', 7.498499870300293, 0), ('HOLX', 4.343999862670898, 0), ('HURC', 5.75, 0), ('INTU', 13.5, 0), ('JBL', 2.562999963760376, 0), ('KOPN', 4.063000202178955, 0), ('LYTS', 8.800000190734863, 0), ('VIVO', 4.111111164093018, 0), ('NAVB', 16.375, 0), ('NVR', 9.625, 0), ('PRKR', 91.25, 0), ('RCII', 6.400000095367432, 0), ('SCSC', 3.9065001010894775, 0), ('SMTC', 3.219000101089477, 0), ('STE', 19.0, 0), ('SSYS', 5.25, 0), ('TWX', 4.840760231018066, 0), ('USNA', 1.3285000324249268, 0), ('VGR', 3.433830976486206, 0), ('VECO', 20.375, -1), ('VSEC', 2.0, -1), ('WM', 20.625, 0), ('MTCH', 7.207469940185547, 0)]",81
1995-11-24,"[('ATVI', 1.2604990005493164, 0), ('ADTN', 22.625, 0), ('ALKS', 3.25, 0), ('AMSWA', 6.5, -1), ('ANEN', 2.4590001106262207, 0), ('BIIB', 1.9573400020599363, 0), ('BIOL', 12.19133758544922, 0), ('CAMP', 12.5, 0), ('CSCO', 4.208333015441895, 0), ('COHU', 12.812999725341797, -1), ('GIII', 0.875, -1), ('HALL', 7.498499870300293, 0), ('HOLX', 4.406499862670898, 0), ('HURC', 5.875, 0), ('INTU', 12.333499908447266, 0), ('JBL', 2.469000101089477, 0), ('KOPN', 4.313000202178955, 0), ('LYTS', 8.666000366210938, 0), ('VIVO', 4.222221851348877, 0), ('NAVB', 15.875, 0), ('NVR', 9.875, 0), ('PRKR', 82.5, -1), ('RCII', 6.199999809265137, 0), ('SCSC', 3.8125, 0), ('SMTC', 2.9539999961853027, 0), ('STE', 18.875, 0), ('SSYS', 5.208499908447266, 0), ('TWX', 4.375682830810547, 0), ('USNA', 1.531499981880188, 0), ('VGR', 3.3282949924468994, 0), ('WM', 20.5, 0), ('MTCH', 8.478811264038086, 0)]",81
1995-12-01,"[('ATVI', 1.3335000276565552, 0), ('ADTN', 24.8129997253418, 0), ('ALKS', 3.0, -1), ('ANEN', 2.5, 0), ('BIIB', 2.072477102279663, 0), ('BIOL', 11.918299674987791, 0), ('CAMP', 14.312999725341797, 0), ('CSCO', 4.673610210418701, 0), ('HALL', 8.248350143432617, 0), ('HOLX', 5.0625, 0), ('HURC', 5.875, 0), ('INTU', 14.041500091552734, 0), ('JBL', 2.532000064849853, 0), ('KOPN', 4.125, 0), ('LYTS', 8.0, -1), ('VIVO', 4.777778148651123, 0), ('NAVB', 15.875, 0), ('NVR', 9.625, 0), ('RCII', 6.599999904632568, 0), ('SCSC', 4.093999862670898, 0), ('SMTC', 3.062999963760376, 0), ('STE', 20.375, 0), ('SSYS', 5.3125, 0), ('TWX', 4.947628974914551, 0), ('USNA', 1.4375, 0), ('VGR', 3.3282949924468994, 0), ('WM', 21.0, 0), ('MTCH', 8.841803550720215, 0)]",81
1995-12-08,"[('ATVI', 1.0629990100860596, -1), ('ADTN', 24.0, 0), ('ANEN', 2.5, 0), ('BIIB', 2.264065980911255, 0), ('BIOL', 10.566115379333496, -1), ('CAMP', 14.937999725341797, 0), ('CSCO', 4.438000202178955, 0), ('HALL', 6.748650074005127, 0), ('HOLX', 5.218999862670898, 0), ('HURC', 6.625, 0), ('INTU', 12.958499908447266, 0), ('JBL', 2.532000064849853, 0), ('KOPN', 4.1570000648498535, 0), ('VIVO', 5.055555820465088, 0), ('NAVB', 16.125, 0), ('NVR', 10.125, 0), ('RCII', 6.599999904632568, 0), ('SCSC', 3.9690001010894775, 0), ('SMTC', 3.187999963760376, 0), ('BSRR', 6.25, 0), ('STE', 20.0, 0), ('SSYS', 6.458499908447266, 0), ('TWX', 5.088140964508057, 0), ('USNA', 1.375, 0), ('VGR', 3.0641980171203613, 0), ('WM', 20.0, -1), ('MTCH', 8.963089942932129, 0)]",81
1995-12-15,"[('ADTN', 24.0, 0), ('ANEN', 2.1670000553131104, -1), ('BIIB', 2.130506992340088, 0), ('CAMP', 14.062999725341797, 0), ('CSCO', 4.111999988555908, 0), ('HALL', 6.748650074005127, 0), ('HOLX', 4.6875, 0), ('HURC', 5.375, 0), ('INTU', 12.291500091552734, 0), ('JBL', 1.593999981880188, -1), ('KOPN', 3.937999963760376, 0), ('VIVO', 5.1666669845581055, 0), ('NAVB', 15.875, 0), ('NVR', 10.125, 0), ('RCII', 7.199999809265137, 0), ('SCSC', 3.8440001010894775, 0), ('SMTC', 2.407000064849853, -1), ('BSRR', 6.25, 0), ('STE', 21.125, 0), ('SSYS', 6.541500091552734, 0), ('TWX', 4.686394214630127, 0), ('USNA', 1.375, 0), ('VGR', 2.9581339359283447, 0), ('MTCH', 8.781596183776855, 0)]",81
1995-12-22,"[('ADTN', 25.125, 0), ('BDC', 26.073997497558597, 0), ('BIIB', 3.166745901107788, 0), ('CAMP', 13.75, 0), ('CSCO', 4.256999969482422, 0), ('HALL', 5.626873970031738, -1), ('HOLX', 4.8125, 0), ('HURC', 5.438000202178955, 0), ('INTU', 13.0, 0), ('KOPN', 3.562999963760376, -1), ('VIVO', 4.944444179534912, 0), ('NAVB', 14.937999725341797, 0), ('NVR', 9.875, 0), ('RCII', 5.699999809265137, -1), ('SCSC', 3.594000101089477, 0), ('STE', 17.0, -1), ('SSYS', 5.916500091552734, 0), ('TWX', 4.763576984405518, 0), ('USNA', 1.468999981880188, 0), ('VGR', 3.0641980171203613, 0), ('MTCH', 8.297316551208496, 0)]",81
1995-12-29,"[('ADTN', 27.15699958801269, 0), ('BDC', 26.073997497558597, 0), ('BIIB', 2.9935789108276367, 0), ('CAMP', 14.125, 0), ('CSCO', 4.145999908447266, 0), ('HOLX', 5.125, 0), ('HURC', 5.25, -1), ('INTU', 13.0, 0), ('VIVO', 5.0, 0), ('NAVB', 16.125, 0), ('NVR', 10.0, 0), ('SCSC', 4.0625, 0), ('SSYS', 6.25, 0), ('TWX', 4.638896942138672, 0), ('USNA', 1.4220000505447388, 0), ('VGR', 3.802932977676392, 0), ('MTCH', 8.418604850769043, 0)]",81
1996-01-05,"[('ADTN', 24.8129997253418, 0), ('BDC', 24.666000366210938, 0), ('BIIB', 2.936470031738281, 0), ('CAMP', 13.437999725341797, 0), ('CSCO', 3.973000049591065, -1), ('GILD', 1.0859999656677246, 0), ('HOLX', 4.515999794006348, 0), ('INTU', 11.208499908447266, 0), ('VIVO', 5.0, 0), ('NAVB', 15.0, 0), ('NVR', 10.0, 0), ('SCSC', 4.0625, 0), ('SSYS', 6.375, 0), ('TWX', 4.700246810913086, 0), ('USNA', 1.375, 0), ('VGR', 3.433830976486206, 0), ('MTCH', 7.691749095916748, 0)]",81
1996-01-12,"[('ADTN', 23.125, 0), ('BDC', 29.11000061035156, 0), ('BIIB', 2.9548919200897217, 0), ('CAMP', 16.312999725341797, 0), ('GILD', 1.0470000505447388, 0), ('HOLX', 4.9375, 0), ('INTU', 10.916500091552734, 0), ('VIVO', 4.833333015441895, 0), ('NAVB', 14.25, 0), ('NVR', 10.0, 0), ('SCSC', 3.594000101089477, 0), ('SSYS', 6.833499908447266, 0), ('TWX', 4.5458807945251465, 0), ('USNA', 1.1875, -1), ('VGR', 3.539362907409668, 0), ('MTCH', 7.32875919342041, -1)]",81
1996-01-19,"[('ADTN', 15.375, -1), ('BDC', 30.444000244140625, 0), ('BIIB', 2.9742350578308105, 0), ('CAMP', 16.437999725341797, 0), ('GILD', 1.1875, 0), ('HOLX', 5.625, 0), ('INTU', 9.083499908447266, -1), ('VIVO', 4.444444179534912, 0), ('NAVB', 15.75, 0), ('NVR', 10.0, -1), ('SCSC', 3.7190001010894775, 0), ('BSRR', 5.563000202178955, -1), ('SSYS', 6.833499908447266, 0), ('TWX', 4.330164909362793, -1), ('VGR', 3.486862897872925, 0)]",81
1996-01-26,"[('BDC', 34.0, 0), ('BIIB', 3.166745901107788, 0), ('CAMP', 16.25, 0), ('DISH', 2.86970591545105, 0), ('GILD', 1.308750033378601, 0), ('HOLX', 5.406499862670898, 0), ('VIVO', 4.111111164093018, -1), ('NAVB', 18.75, 0), ('SCSC', 3.5625, -1), ('SSYS', 7.791500091552734, 0), ('VGR', 3.380268096923828, 0)]",81
