Date,holding,total
1995-10-27,"[('ATVI', 1.3539999723434448, 7.9473539353620275), ('BIIB', 1.573240041732788, 6.839844348756691), ('CSCO', 4.24399995803833, 2.5355129865876793), ('HOLX', 3.219000101089477, 3.3428756355247597), ('MTCH', 7.146389961242676, 1.5057556426451413), ('NVR', 9.875, 1.089692861638861), ('REGN', 12.437999725341797, 0.8651485163453843), ('STE', 17.625, 0.6105371352444682), ('WM', 21.0, 0.5124150956516073)]",96
1995-11-03,"[('ATVI', 1.3959989547729492, 7.366973811959209), ('BIIB', 2.091820001602173, 4.916430540609505), ('CSCO', 4.680553913116455, 2.1972373211031244), ('HOLX', 3.3285000324249268, 3.0897664537026572), ('INTU', 13.375, 0.7689187096325043), ('MTCH', 7.570460796356201, 1.358475794007778), ('NVR', 9.75, 1.0547987427009995), ('REGN', 12.437999725341797, 0.82684418463051), ('STE', 17.75, 0.5793964924695632), ('WM', 21.125, 0.4868301889389229)]",102
1995-11-10,"[('ATVI', 1.406499981880188, 8.29459427379958), ('BIIB', 2.111164093017578, 5.526025539363644), ('CSCO', 4.8125, 2.4241759367901548), ('HOLX', 3.9375, 2.9628817005213004), ('INTU', 13.833499908447266, 0.8433402084080472), ('MTCH', 7.630669116973877, 1.5288759762694555), ('NVR', 9.687999725341797, 1.204205927595753), ('STE', 19.1879997253418, 0.6080022338334072), ('WM', 21.875, 0.533318706093834)]",104
1995-11-17,"[('ATVI', 1.3644989728927612, 8.305317282053128), ('BIIB', 1.9002310037612915, 5.963799600405637), ('CSCO', 4.4375, 2.5538246537261955), ('HOLX', 4.343999862670898, 2.6087931075444764), ('INTU', 13.5, 0.8394516222896291), ('MTCH', 7.207469940185547, 1.5723405015849778), ('NVR', 9.625, 1.1774126650296095), ('STE', 19.0, 0.596452468468947), ('WM', 20.625, 0.5494592436804845)]",101
1995-11-24,"[('ATVI', 1.2604990005493164, 9.01044202461727), ('BIIB', 1.9573400020599363, 5.802595948881978), ('CSCO', 4.208333015441895, 2.6988484810641866), ('HOLX', 4.406499862670898, 2.5774772541700357), ('INTU', 12.333499908447266, 0.9208783598205342), ('MTCH', 8.478811264038086, 1.339533669620625), ('NVR', 9.875, 1.150142092813937), ('STE', 18.875, 0.6017299690880862), ('WM', 20.5, 0.5540318617823233)]",102
1995-12-01,"[('ATVI', 1.3335000276565552, 9.119064788966316), ('BIIB', 2.072477102279663, 5.867506634892401), ('CSCO', 4.673610210418701, 2.60190144252511), ('HOLX', 5.0625, 2.402029263859457), ('INTU', 14.041500091552734, 0.8660237915466051), ('MTCH', 8.841803550720215, 1.3753159158685424), ('NVR', 9.625, 1.2634050024195846), ('STE', 20.375, 0.5968232220018896), ('WM', 21.0, 0.5790606261089762)]",109
1995-12-08,"[('BIIB', 2.264065980911255, 6.7464282354420355), ('CSCO', 4.438000202178955, 3.4417210375574347), ('HOLX', 5.218999862670898, 2.9266830930144128), ('INTU', 12.958499908447266, 1.1787134906384151), ('MTCH', 8.963089942932129, 1.7041398399184982), ('NVR', 10.125, 1.5085786331381195), ('STE', 20.0, 0.763717933026173)]",106
1995-12-15,"[('BIIB', 2.130506992340088, 6.913553685566895), ('CSCO', 4.111999988555908, 3.5820463302558663), ('HOLX', 4.6875, 3.142266553390689), ('INTU', 12.291500091552734, 1.198338230428159), ('MTCH', 8.781596183776855, 1.677300363256277), ('NVR', 10.125, 1.454753033977171), ('STE', 21.125, 0.6972484955748571)]",103
1995-12-22,"[('BIIB', 3.166745901107788, 5.682952351872134), ('CSCO', 4.256999969482422, 4.227499693562367), ('HOLX', 4.8125, 3.739525416411833), ('INTU', 13.0, 1.3843435435755345), ('MTCH', 8.297316551208496, 2.1689501606228077), ('NVR', 9.875, 1.82242694344121)]",107
1995-12-29,"[('BIIB', 2.9935789108276367, 6.023164940704332), ('CSCO', 4.145999908447266, 4.348967665482094), ('HOLX', 5.125, 3.5182086913031965), ('INTU', 13.0, 1.386986118686837), ('MTCH', 8.418604850769043, 2.1417823811129177), ('NVR', 10.0, 1.8030819542928882)]",108
1996-01-05,"[('BIIB', 2.936470031738281, 5.727081992473901), ('GILD', 1.0859999656677246, 15.4856401214225), ('HOLX', 4.515999794006348, 3.723960453348049), ('INTU', 11.208499908447266, 1.500415289965178), ('MTCH', 7.691749095916748, 2.1864213757486297), ('NVR', 10.0, 1.6817404640207574)]",100
1996-01-12,"[('BIIB', 2.9548919200897217, 6.818785648114988), ('GILD', 1.0470000505447388, 19.244291923343866), ('HOLX', 4.9375, 4.080764479278732), ('INTU', 10.916500091552734, 1.8457174412548214), ('NVR', 10.0, 2.0148774616438736)]",100
1996-01-19,"[('BIIB', 2.9742350578308105, 8.657849413690036), ('GILD', 1.1875, 21.6846141066247), ('HOLX', 5.625, 4.577862978065214), ('NVR', 10.0, 2.575047925161683)]",103
1996-01-26,"[('BIIB', 3.166745901107788, 7.457905002893098), ('DISH', 2.86970591545105, 8.22986424204757), ('GILD', 1.308750033378601, 18.04568442897672), ('HOLX', 5.406499862670898, 4.368314195627421)]",94
1996-02-02,"[('BIIB', 3.415442943572998, 7.815276976938887), ('DISH', 4.275753974914551, 6.242789636531385), ('GILD', 1.1330000162124634, 23.55925173963012), ('HOLX', 5.875, 4.543426826034797)]",106
1996-02-09,"[('BIIB', 3.281883001327514, 7.8851658648083705), ('DISH', 3.812171936035156, 6.788306573936206), ('GILD', 1.1407500505447388, 22.68524275059644), ('HOLX', 5.984499931335449, 4.324202875976607)]",103
1996-02-16,"[('BIIB', 3.2238540649414062, 7.947608201103216), ('DISH', 3.7275569438934326, 6.873651936468114), ('GILD', 1.1797499656677246, 21.7181010818564), ('HOLX', 5.781499862670898, 4.431709697187749)]",102
1996-02-23,"[('BIIB', 3.166745901107788, 8.170529197147115), ('DISH', 3.741960048675537, 6.914555342221038), ('GILD', 1.191499948501587, 21.715477098833187), ('HOLX', 6.031499862670898, 4.289810235275291)]",103
1996-03-01,"[('BIIB', 3.0129220485687256, 6.698045798155075), ('DISH', 3.7977700233459473, 5.313826204200946), ('GILD', 1.09375, 18.450916450363003), ('HOLX', 6.125, 3.294806508993393), ('TJX', 0.7462499737739563, 27.042801442961775)]",100
1996-03-08,"[('BIIB', 2.6094789505004883, 7.157527248420419), ('DISH', 3.2918810844421387, 5.673782318765609), ('GILD', 1.0859999656677246, 17.19835845565888), ('HOLX', 5.8125, 3.2133190008407335), ('TJX', 0.7110000252723694, 26.269220855838693)]",93
1996-03-15,"[('BIIB', 3.300304889678955, 7.590338825500342), ('DISH', 3.825675010681152, 6.547977094285024), ('HOLX', 5.968999862670898, 4.196755388918653), ('TJX', 0.8165000081062317, 30.68025975678812)]",100
1996-03-22,"[('BIIB', 3.089373111724853, 8.085660389683413), ('DISH', 3.938194990158081, 6.342911374589896), ('HOLX', 6.25, 3.9967394877482616), ('TJX', 0.796999990940094, 31.342060329212995)]",99
1996-03-29,"[('BIIB', 3.415442943572998, 7.24999956094723), ('DISH', 3.7977700233459473, 6.520131469026798), ('HOLX', 5.6875, 4.3537511808957445), ('TJX', 0.7852500081062317, 31.533854932472224)]",99
1996-04-05,"[('ALK', 7.5, 2.892376499666566), ('BIIB', 4.202983856201172, 5.161291237293997), ('DISH', 3.9949049949646, 5.430122562324281), ('HOLX', 6.1875, 3.5059109086867464), ('TJX', 0.7929999828338623, 27.355389933273184)]",108
1996-04-12,"[('ALK', 7.125, 2.417679157896295), ('BIIB', 3.991131067276001, 4.316060713026908), ('DISH', 3.938194990158081, 4.374075951815591), ('HOLX', 5.5, 3.1319934545474726), ('ROST', 1.0782500505447388, 15.975852717380754), ('TJX', 0.7852500081062317, 21.93691667900079)]",103
1996-04-19,"[('ALK', 7.4375, 2.38363254893222), ('BIIB', 3.991131067276001, 4.441915533178208), ('DISH', 3.854480028152466, 4.599392642638993), ('HOLX', 6.218999862670898, 2.850662079781677), ('ROST', 1.0157500505447388, 17.453375535817948), ('TJX', 0.8477500081062317, 20.91214026914153)]",106
1996-04-26,"[('ALK', 6.46875, 2.4418823032340486), ('BIIB', 4.375229835510254, 3.610307742199577), ('DISH', 3.769865036010742, 4.190050836875701), ('DLTR', 3.321000099182129, 4.756376295482603), ('HOLX', 7.0, 2.256560878435036), ('ROST', 1.0782500505447388, 14.649594628875787), ('TJX', 0.9375, 16.848987892314934)]",110
1996-05-03,"[('ALK', 6.375, 2.5377875774425394), ('BIIB', 4.164298057556152, 3.8850234979795357), ('DISH', 3.938194990158081, 4.108073837539156), ('DLTR', 3.234333038330078, 5.002080989949406), ('HOLX', 8.6875, 1.86226138776359), ('ROST', 1.066499948501587, 15.169617053359019), ('TJX', 0.921999990940094, 17.547067207343783)]",113
1996-05-10,"[('ALK', 6.8125, 2.2297732337907923), ('BIIB', 4.60550594329834, 3.2982978074979674), ('DISH', 3.882385015487671, 3.912628473116981), ('DLTR', 3.345666885375977, 4.540299639990227), ('HOLX', 9.75, 1.5579825800204894), ('MNST', 0.0416669994592666, 364.56501193587854), ('ROST', 1.215000033378601, 12.502329002378206), ('TJX', 0.9727500081062316, 15.615862275624751)]",121
1996-05-17,"[('ALK', 7.0625, 1.7340671663269458), ('BIIB', 4.62484884262085, 2.648053975153035), ('COO', 5.75, 2.129886845597227), ('DISH', 3.938194990158081, 3.1097620592149653), ('DLTR', 3.555666923522949, 3.4443184993407354), ('IT', 41.375, 0.29599635920686534), ('HOLX', 10.75, 1.1392418011334005), ('MNST', 0.0299479998648166, 408.9371382885524), ('ROST', 1.2422499656677246, 9.858603099740254), ('TJX', 1.0705000162124634, 11.440307498092936)]",122
1996-05-24,"[('ALK', 6.9375, 1.6266242792247039), ('BIIB', 4.318121910095215, 2.6133365782793647), ('COO', 5.75, 1.9625575542819798), ('DISH', 3.938194990158081, 2.865451295662841), ('DLTR', 3.82699990272522, 2.9487081849898935), ('IT', 37.25, 0.302945125828762), ('HOLX', 11.0625, 1.0200864123951534), ('MNST', 0.0338540002703666, 333.33449066576685), ('PENN', 0.6641250252723694, 16.991839650212437), ('ROST', 1.3009999990463257, 8.673870826589878), ('TJX', 1.1095000505447388, 10.17098280579695)]",124
1996-05-31,"[('ALK', 6.5, 1.7221916990196096), ('BIIB', 3.953366041183472, 2.831573380004138), ('COO', 6.375, 1.7559601637062685), ('DISH', 3.882385015487671, 2.8833425842545757), ('DLTR', 4.197667121887207, 2.666777931308355), ('IT', 35.75, 0.31312576345811083), ('HOLX', 9.875, 1.1335945360635404), ('MNST', 0.0338540002703666, 330.6624314476099), ('PENN', 0.7170199751853943, 15.612181572393506), ('ROST', 1.2267500162124634, 9.125124023384327), ('TJX', 1.1017500162124634, 10.160422853552964)]",123
1996-06-07,"[('ALK', 6.96875, 1.5992676724167394), ('BIIB', 3.665060997009277, 3.040848870250315), ('COO', 6.563000202178955, 1.6981405224479469), ('DISH', 3.713155031204224, 3.001462771819608), ('DLTR', 3.6050000190734863, 3.0915108275140812), ('IT', 37.0, 0.3012134214095717), ('HOLX', 11.1875, 0.9961918741590304), ('MNST', 0.0299479998648166, 372.141600189045), ('PENN', 0.7559000253677368, 14.74387646267413), ('ROST', 1.253999948501587, 8.88747771120028), ('TJX', 1.0782500505447388, 10.336096517244474)]",122
1996-06-14,"[('ALK', 7.0, 1.5400854334816665), ('BIIB', 3.818885087966919, 2.8229699993698927), ('COO', 6.438000202178955, 1.6745258924848976), ('DISH', 3.629440069198608, 2.9703198920025304), ('DLTR', 3.2593328952789307, 3.3076087594449515), ('IT', 35.5, 0.3036788178696244), ('HOLX', 11.4375, 0.9425659483603642), ('MNST', 0.0260419994592666, 413.96967430377447), ('PENN', 0.7063959836959839, 15.261409015897492), ('ROST', 1.1447499990463257, 9.417425676656757), ('TJX', 1.1134999990463257, 9.681722535792435)]",118
1996-06-21,"[('ALK', 6.96875, 1.8146648966592014), ('COO', 6.0, 2.1076576664323015), ('DLTR', 3.1603329181671143, 4.001460075898595), ('IT', 32.75, 0.3861357556822537), ('HOLX', 11.1875, 1.1303638881424634), ('MNST', 0.03125, 404.6702719550019), ('PENN', 0.621628999710083, 20.343236889674806), ('ROST', 0.9884999990463256, 12.79306627293296), ('TJX', 1.0470000505447388, 12.078266846323752)]",113
1996-06-28,"[('ALK', 6.84375, 1.961398808060331), ('COO', 5.875, 2.2848209519426197), ('DLTR', 3.135667085647583, 4.28085084481814), ('IT', 36.625, 0.36650711515803114), ('HOLX', 11.0625, 1.2134077371898657), ('MNST', 0.04296899959445, 312.3955228037631), ('PENN', 0.6288620233535767, 21.345418540428618), ('ROST', 1.0859999656677246, 12.360334730222197), ('TJX', 1.0547499656677246, 12.7265451809378)]",120
1996-07-05,"[('ALK', 6.71875, 1.980167454785542), ('COO', 5.875, 2.2645532062706994), ('DLTR', 2.962961912155152, 4.490185996742472), ('IT', 36.0, 0.3695625024122322), ('HOLX', 10.25, 1.2979756182283277), ('MNST', 0.04296899959445, 309.62438531053857), ('PENN', 0.7063959836959839, 18.83398319626658), ('ROST', 1.03125, 12.901090993299743), ('TJX', 1.066499948501587, 12.474684228098267)]",119
1996-07-12,"[('COO', 5.438000202178955, 3.4207713561472), ('IT', 32.75, 0.5680047427888992), ('HOLX', 9.5, 1.9581216132985737), ('MNST', 0.0462240017950534, 402.4349819129493), ('PENN', 0.621628999710083, 29.924851213524747), ('TJX', 0.9610000252723694, 19.357080995980386)]",111
1996-07-19,"[('COO', 5.688000202178955, 3.347150004473426), ('HOLX', 9.625, 1.9780353145109753), ('MNST', 0.04296899959445, 443.0773367278306), ('PENN', 0.6112300157546997, 31.14799569955797), ('TJX', 0.9337499737739564, 20.3893873487562)]",95
1996-07-26,"[('COO', 5.313000202178955, 3.3487579662458917), ('HOLX', 8.4375, 2.1086757631659623), ('MNST', 0.0416669994592666, 427.00343155513536), ('PENN', 0.5581089854240417, 31.87899176752151), ('TJX', 0.9142500162124634, 19.46070706722101)]",88
1996-08-02,"[('COO', 5.375, 3.4999989378584675), ('HOLX', 9.8125, 1.917196870419288), ('MNST', 0.04296899959445, 437.8155057959306), ('PENN', 0.5651170015335083, 33.289556392639845), ('TJX', 0.9767500162124634, 19.260295857417375)]",94
1996-08-09,"[('COO', 6.25, 3.1081289479986896), ('HOLX', 9.75, 1.9923903512812113), ('MNST', 0.0403649993240833, 481.2537160975903), ('PENN', 0.5669249892234802, 34.26521373065496), ('TJX', 1.0392500162124634, 18.692139159919353)]",97
1996-08-16,"[('COO', 6.375, 3.22160512602297), ('HOLX', 10.531499862670898, 1.9501241937240885), ('MNST', 0.0416669994592666, 492.9016474650159), ('PENN', 0.6498839855194092, 31.602152285660626), ('TJX', 1.0470000505447388, 19.61578957681134)]",102
1996-08-23,"[('COO', 6.438000202178955, 3.183823554716875), ('HOLX', 9.906499862670898, 2.0690917047510085), ('MNST', 0.0416669994592666, 491.93503143915), ('PENN', 0.6781399846076965, 30.2259963344104), ('TJX', 1.0429999828338623, 19.65240366857644)]",102
1996-08-30,"[('COO', 6.5, 3.115949514362198), ('HOLX', 9.9375, 2.0381053427274756), ('MNST', 0.0416669994592666, 486.0842418747755), ('PENN', 0.657118022441864, 30.82196980093656), ('TJX', 1.0, 20.253671843354287)]",101
1996-09-06,"[('COO', 6.375, 3.117371891716918), ('HOLX', 9.25, 2.1484590064535514), ('MNST', 0.0403649993240833, 492.33856416388477), ('PENN', 0.6535009741783142, 30.41043027469572), ('TJX', 1.03125, 19.271026239704582)]",99
1996-09-13,"[('COO', 6.375, 2.631777823849934), ('HOLX', 9.9375, 1.6883103020924106), ('MNST', 0.03515600040555, 477.23243353913176), ('PENN', 0.6923810243606567, 24.231720738643464), ('TJX', 1.09375, 15.339505030439616), ('WDC', 19.25, 0.8715627858204328)]",100
1996-09-20,"[('COO', 6.313000202178955, 3.2362107259092885), ('MNST', 0.03515600040555, 581.1297852793791), ('PENN', 0.8124120235443115, 25.14758321501468), ('TJX', 1.0859999656677246, 18.812338501684554), ('WDC', 19.9379997253418, 1.024686490540555)]",102
1996-09-27,"[('COO', 6.563000202178955, 3.9530991889501506), ('PENN', 0.8476759791374207, 30.606259248626614), ('TJX', 1.1054999828338623, 23.468286910152102), ('WDC', 20.25, 1.281194606237694)]",103
1996-10-04,"[('COO', 6.375, 4.301043838129026), ('PENN', 0.9749400019645692, 28.123940358197544), ('TJX', 1.1679999828338623, 23.4753038279562), ('WDC', 21.25, 1.2903131514387078)]",109
1996-10-11,"[('COO', 6.375, 4.404342065087815), ('PENN', 0.9466840028762816, 29.65897868732042), ('TJX', 1.2109999656677246, 23.1855338240685), ('WDC', 23.125, 1.2141699746998842)]",112
1996-10-18,"[('COO', 6.875, 4.378910784738984), ('PENN', 1.073722004890442, 28.037994478982768), ('TJX', 1.3359999656677246, 22.53369193017473), ('WDC', 22.5, 1.3380005175591343)]",120
1996-10-25,"[('COO', 7.125, 4.310470442239355), ('PENN', 1.0454670190811155, 29.376442623650586), ('TJX', 1.2929999828338623, 23.75259265947075), ('WDC', 24.8129997253418, 1.237742402809475)]",122
1996-11-01,"[('COO', 7.063000202178955, 4.275862772368396), ('PENN', 1.0384589433670044, 29.081958240745045), ('TJX', 1.2267500162124634, 24.618234543798835), ('WDC', 24.8129997253418, 1.2171208624519272)]",120
1996-11-08,"[('COO', 7.375, 4.412910818954952), ('PENN', 1.1657240390777588, 27.918457712805104), ('TJX', 1.2580000162124634, 25.870601645760406), ('WDC', 27.75, 1.1728006230555954)]",130
1996-11-15,"[('AMD', 12.5625, 2.0256809657936006), ('COO', 7.438000202178955, 3.4212982577396613), ('PENN', 1.0172109603881836, 25.017049681681467), ('TJX', 1.285249948501587, 19.79974180310242), ('WDC', 27.9379997253418, 0.9108603830967635)]",127
1996-11-22,"[('AMD', 12.375, 1.7643675568876638), ('COO', 7.438000202178955, 2.93547296625356), ('KLAC', 19.25, 1.134236286570641), ('PENN', 1.144474983215332, 19.077785741671192), ('TJX', 1.371250033378601, 15.922733261627185), ('WDC', 27.125, 0.8049418807920677)]",131
1996-11-29,"[('AMD', 12.125, 2.104162478738367), ('COO', 7.313000202178955, 3.488714528833316), ('PENN', 1.073722004890442, 23.761243542089776), ('TJX', 1.410249948501587, 18.091098022595666), ('WDC', 26.875, 0.9493198159889377)]",127
1996-12-06,"[('AMD', 12.875, 2.03253155681446), ('COO', 7.5, 3.48917917253149), ('PENN', 1.0278350114822388, 25.460159949453498), ('TJX', 1.3907500505447388, 18.81635293396982), ('WDC', 29.5, 0.887079450643599)]",130
1996-12-13,"[('AMD', 14.0, 1.889239912490675), ('COO', 8.125, 3.2553056953685475), ('PENN', 0.9466840028762816, 27.938951851419432), ('TJX', 1.402500033378601, 18.85872238530601), ('WDC', 28.125, 0.9404216453286915)]",132
1996-12-20,"[('AMD', 13.0, 1.6616720728356198), ('COO', 8.187999725341797, 2.6382190610004352), ('NTAP', 2.930000066757202, 7.372606298528494), ('PENN', 0.904187023639679, 23.890784076847588), ('TJX', 1.402500033378601, 15.402307616938021), ('WDC', 28.375, 0.7612946941625747)]",129
1996-12-27,"[('AMD', 13.062999725341797, 2.005977387254876), ('COO', 8.375, 3.1288456189554985), ('NTAP', 3.157000064849853, 8.300310902907302), ('TJX', 1.46875, 17.841077146384542), ('WDC', 28.5629997253418, 0.9174135178632302)]",131
1997-01-03,"[('AMD', 14.0, 1.8649197473077448), ('COO', 8.437999725341797, 3.0942020990941472), ('NTAP', 2.984999895095825, 8.746692589572193), ('TJX', 1.402500033378601, 18.615954253785322), ('WDC', 28.625, 0.9121004877662332)]",130
1997-01-10,"[('AMD', 13.875, 1.3796356030656483), ('COO', 8.0, 2.392805499066984), ('KLAC', 19.4379997253418, 0.9847949512819157), ('NTAP', 3.0160000324249268, 6.346964120270565), ('TJX', 1.4259999990463257, 13.423873776534274), ('VRTX', 23.0, 0.8322801735885161), ('WDC', 33.375, 0.5735563743081908)]",133
1997-01-17,"[('AMD', 17.5, 1.0185050183890987), ('COO', 8.25, 2.1604651905223307), ('INCY', 17.0, 1.0484610483417194), ('KLAC', 21.1879997253418, 0.8412232420642859), ('NTAP', 3.1410000324249268, 5.674574224072453), ('TJX', 1.34375, 13.264251402276635), ('VRTX', 24.125, 0.7388119304376882), ('WDC', 34.5, 0.5166329803422964)]",142
1997-01-24,"[('AMD', 15.875, 1.2549658225726172), ('COO', 8.687999725341797, 2.2931149934580044), ('INCY', 16.625, 1.198350823058063), ('KLAC', 20.625, 0.9659433907074084), ('NTAP', 3.382999897003174, 5.88902838897178), ('VRTX', 20.875, 0.9543752063875592), ('WDC', 34.875, 0.5712568439667469)]",139
1997-01-31,"[('AMD', 17.562999725341797, 1.193423789634066), ('COO', 9.25, 2.2659569394118346), ('INCY', 16.625, 1.2607579963644793), ('KLAC', 21.3129997253418, 0.9834421226326614), ('NTAP', 3.2039999961853027, 6.541854467701206), ('VRTX', 24.5, 0.8555143546758966), ('WDC', 36.25, 0.5782097017809509)]",146
1997-02-07,"[('AMD', 17.25, 1.0661070700620903), ('AMAT', 6.110000133514404, 3.0098766868591107), ('COO', 10.25, 1.7941801910801032), ('INCY', 16.9689998626709, 1.0837613947435345), ('KLAC', 20.3129997253418, 0.9053486539276566), ('NTAP', 3.437999963760376, 5.349141114724235), ('VRTX', 22.625, 0.8128330147434721), ('WDC', 34.75, 0.5292186175128362)]",147
1997-02-14,"[('AMD', 16.937999725341797, 0.9857085063144153), ('AMAT', 6.610000133514404, 2.5258593149745896), ('COO', 10.312999725341797, 1.6189208623941176), ('INCY', 17.687999725341797, 0.943912860044892), ('KLAC', 24.0629997253418, 0.6938424385899579), ('NTAP', 2.812999963760376, 5.9352757285150375), ('TER', 15.687999725341797, 1.0642485148855956), ('VRTX', 23.8439998626709, 0.7002151696603154), ('WDC', 34.8129997253418, 0.4795889621964118)]",150
1997-02-21,"[('AMD', 17.375, 0.943912491469184), ('AMAT', 6.328999996185303, 2.591322412571051), ('COO', 10.75, 1.525626003653681), ('INCY', 16.9689998626709, 0.9664965332079187), ('KLAC', 21.375, 0.767273896574366), ('NTAP', 2.6489999294281006, 6.191196669007769), ('TER', 15.187999725341797, 1.0798314350712164), ('VRTX', 24.875, 0.6593157603729476), ('WDC', 35.3129997253418, 0.4644317862214219)]",147
1997-02-28,"[('AMD', 18.0, 1.0887342082482376), ('AMAT', 6.328999996185303, 3.096415825609127), ('COO', 10.437999725341797, 1.8774876666157947), ('KLAC', 20.75, 0.9444441324563024), ('TER', 13.625, 1.43832776135547), ('VRTX', 23.125, 0.8474471675013309), ('WDC', 29.5, 0.6643123982531619)]",137
1997-03-07,"[('AMD', 19.75, 0.9928416428139478), ('AMAT', 6.468999862670898, 3.031167547046373), ('COO', 9.937999725341797, 1.9730954907931508), ('KLAC', 20.15699958801269, 0.9727947038921735), ('TER', 12.937999725341797, 1.5155837735231865), ('VRTX', 23.6879997253418, 0.8277871780198416), ('WDC', 29.125, 0.6732574230240504)]",137
